Drug Code,Ingredient,Company Name,Class,Descriptor,Current Status Flag,Status,Route of Admin
43417,BUSERELIN (BUSERELIN ACETATE),SANOFI-AVENTIS CANADA INC,Human,,Y,MARKETED,SUBCUTANEOUS
43419,LOPERAMIDE HYDROCHLORIDE,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
43420,ESTRADIOL,ACERUS PHARMACEUTICALS CORPORATION,Human,,Y,MARKETED,ORAL
43421,IVERMECTIN,MERIAL CANADA INC,Veterinary,,Y,MARKETED,ORAL
43428,ERYTHROMYCIN,VALEANT CANADA LP/VALEANT CANADA S.E.C.,Human,,Y,MARKETED,TOPICAL
43430,ISOFLURANE,BAXTER CORPORATION,Veterinary,,Y,MARKETED,INHALATION
43431,PROPRANOLOL HYDROCHLORIDE,SANDOZ CANADA INCORPORATED,Human,,Y,MARKETED,INTRAVENOUS
43433,GOSERELIN (GOSERELIN ACETATE),TERSERA THERAPEUTICS LLC,Human,,Y,MARKETED,SUBCUTANEOUS
43438,TEMAZEPAM,AA PHARMA INC,Human,,Y,MARKETED,ORAL
43439,TEMAZEPAM,AA PHARMA INC,Human,,Y,MARKETED,ORAL
43440,FENOFIBRATE,APOTEX INC,Human,,Y,MARKETED,ORAL
43443,WATER,HOFFMANN-LA ROCHE LIMITED,Human,KIT (PWS & LIQ),Y,MARKETED,INTRAVENOUS
43447,PENICILLIN G PROCAINE,NORBROOK LABORATORIES LTD.,Veterinary,,Y,MARKETED,SUBCUTANEOUS
43455,DESFLURANE,BAXTER CORPORATION,Human,,Y,MARKETED,INHALATION
43464,PREDNICARBATE,VALEANT CANADA LP/VALEANT CANADA S.E.C.,Human,,Y,MARKETED,TOPICAL
43485,LOPERAMIDE HYDROCHLORIDE,VALEANT CANADA LP/VALEANT CANADA S.E.C.,Human,,Y,MARKETED,ORAL
43486,LOPERAMIDE HYDROCHLORIDE,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
43488,MOXIDECTIN,BOEHRINGER INGELHEIM (CANADA) LTD LTEE,Veterinary,POUR-ON FOR BEEF AND DAIRY CATTLE,Y,MARKETED,TOPICAL
43498,DIHYDROERGOTAMINE MESYLATE,STERIMAX INC,Human,,Y,MARKETED,NASAL
43499,BUSERELIN (BUSERELIN ACETATE),SANOFI-AVENTIS CANADA INC,Human,,Y,MARKETED,SUBCUTANEOUS
43504,IOPAMIDOL,BRACCO IMAGING CANADA,Human,,Y,MARKETED,INTRAVENOUS
43505,IOPAMIDOL,BRACCO IMAGING CANADA,Human,,Y,MARKETED,INTRAVASCULAR
43506,IOPAMIDOL,BRACCO IMAGING CANADA,Human,,Y,MARKETED,INTRAVASCULAR
43507,GADOTERIDOL,BRACCO IMAGING CANADA,Human,,Y,MARKETED,INTRAVENOUS
43510,KETOROLAC TROMETHAMINE,APOTEX INC,Human,,Y,MARKETED,ORAL
43511,BUDESONIDE,ASTRAZENECA CANADA INC,Human,,Y,MARKETED,INHALATION
43513,FAMCICLOVIR,NOVARTIS PHARMACEUTICALS CANADA INC,Human,,Y,MARKETED,ORAL
43514,FAMCICLOVIR,NOVARTIS PHARMACEUTICALS CANADA INC,Human,,Y,MARKETED,ORAL
43516,RITONAVIR,ABBVIE CORPORATION,Human,,Y,MARKETED,ORAL
43530,OLANZAPINE,ELI LILLY CANADA INC,Human,,Y,MARKETED,ORAL
43531,OLANZAPINE,ELI LILLY CANADA INC,Human,,Y,MARKETED,ORAL
43532,OLANZAPINE,ELI LILLY CANADA INC,Human,,Y,MARKETED,ORAL
43533,OLANZAPINE,ELI LILLY CANADA INC,Human,,Y,MARKETED,ORAL
43534,BUDESONIDE,TILLOTTS PHARMA GMBH,Human,,Y,MARKETED,ORAL
43536,DESONIDE,PENDOPHARM DIVISION OF PHARMASCIENCE INC,Human,,Y,MARKETED,TOPICAL
43537,DESONIDE,SPARTAN CHEMICAL COMPANY INC,Human,,Y,MARKETED,TOPICAL
43574,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),ZOETIS CANADA INC,Veterinary,,Y,MARKETED,ORAL
43575,PAROXETINE (PAROXETINE HYDROCHLORIDE),GLAXOSMITHKLINE INC,Human,,Y,MARKETED,ORAL
43604,IOVERSOL,LIEBEL-FLARSHEIM CANADA INC,Human,PREFILLED SYRINGES,Y,MARKETED,INTRAVASCULAR
43682,VIGABATRIN,LUNDBECK PHARMACEUTICALS LLC,Human,,Y,MARKETED,ORAL
43718,TIMOLOL (TIMOLOL MALEATE),PHARMASCIENCE INC,Human,,Y,MARKETED,OPHTHALMIC
43719,TIMOLOL (TIMOLOL MALEATE),PHARMASCIENCE INC,Human,,Y,MARKETED,OPHTHALMIC
43757,LINCOMYCIN (LINCOMYCIN HYDROCHLORIDE),BIO AGRI MIX LP,Veterinary,,Y,MARKETED,ORAL
43813,DOMPERIDONE (DOMPERIDONE MALEATE),APOTEX INC,Human,,Y,MARKETED,ORAL
4382,IXAZOMIB (IXAZOMIB CITRATE),TAKEDA CANADA INC,Human,,Y,MARKETED,ORAL
43838,HYDROMORPHONE HYDROCHLORIDE,PURDUE PHARMA,Human,,Y,MARKETED,ORAL
43840,CISPLATIN,PFIZER CANADA INC,Human,SINGLE-USE,Y,MARKETED,INTRAVENOUS
43843,CYTARABINE,PFIZER CANADA INC,Human,SINGLE-USE VIAL,Y,MARKETED,SUBCUTANEOUS
43846,CARBOPLATIN,PFIZER CANADA INC,Human,SINGLE-USE VIAL,Y,MARKETED,INTRAVENOUS
4389,IOVERSOL,MYLAN PHARMACEUTICALS ULC,Human,,Y,MARKETED,ORAL
43892,BLEOMYCIN (BLEOMYCIN SULFATE),PFIZER CANADA INC,Human,,Y,MARKETED,SUBCUTANEOUS
4390,ZINC SULFATE,MYLAN PHARMACEUTICALS ULC,Human,,Y,MARKETED,ORAL
43920,ZERANOL,INTERVET CANADA CORP,Veterinary,,Y,MARKETED,SUBCUTANEOUS
43923,CLOPROSTENOL (CLOPROSTENOL SODIUM),INTERVET CANADA CORP,Veterinary,,Y,MARKETED,INTRAMUSCULAR
43924,CLOPROSTENOL (CLOPROSTENOL SODIUM),INTERVET CANADA CORP,Veterinary,,Y,MARKETED,INTRAMUSCULAR
43933,VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE),FRESENIUS KABI CANADA LTD,Human, USP,Y,MARKETED,INTRAVENOUS
4394,FERROUS SULFATE,BAXTER CORPORATION,Veterinary,,Y,MARKETED,INTRAVENOUS
43947,ISOLEUCINE,BAXTER CORPORATION,Human,,Y,MARKETED,INTRAVENOUS
4396,IRON (IRON DEXTRAN COMPLEX),PHARMASCIENCE INC,Veterinary,,Y,MARKETED,ORAL
43982,SULFADOXINE,INTERVET CANADA CORP,Veterinary,,Y,MARKETED,INTRAVENOUS
43986,SULFADIAZINE,INTERVET CANADA CORP,Veterinary,,Y,MARKETED,ORAL
43987,SULFADIAZINE (SULFADIAZINE SODIUM),INTERVET CANADA CORP,Veterinary,,Y,MARKETED,INTRAVENOUS
43988,SULFADIAZINE (SULFADIAZINE SODIUM),INTERVET CANADA CORP,Veterinary,,Y,MARKETED,SUBCUTANEOUS
44,MENADIONE,BIO AGRI MIX LP,Human,,Y,MARKETED,ORAL
44016,CLOTRIMAZOLE,BAYER INC,Human,,Y,MARKETED,VAGINAL
44019,INACTIVATED POLIOMYELITIS VACCINE (V.C.O.) TYPE 2 MEF1,SANOFI PASTEUR LIMITED,Human,,Y,MARKETED,SUBCUTANEOUS
44029,NAPROXEN SODIUM,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
44057,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),BAYER INC,Human,,Y,MARKETED,ORAL
44058,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),BAYER INC,Human,,Y,MARKETED,ORAL
44059,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),BAYER INC,Human,,Y,MARKETED,ORAL
44067,ISOFLURANE,BIMEDA-MTC ANIMAL HEALTH INC,Veterinary,,Y,MARKETED,INHALATION
44074,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
44075,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
44076,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
44090,KETOROLAC TROMETHAMINE,ATNAHS PHARMA UK LIMITED,Human,,Y,MARKETED,INTRAMUSCULAR
441,ROTAVIRUS VACCINE (RIX4414 STRAIN),JAMP PHARMA CORPORATION,Human,,Y,MARKETED,TOPICAL
4410,ACETAMINOPHEN,GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,Human,,Y,MARKETED,ORAL
44117,TRICAINE,SYNDEL CANADA,Veterinary,,Y,MARKETED,TOPICAL
44127,ENROFLOXACIN,BAYER INC.,Veterinary,,Y,MARKETED,INTRAMUSCULAR
44129,ENROFLOXACIN,BAYER INC.,Veterinary,,Y,MARKETED,ORAL
44130,ENROFLOXACIN,BAYER INC.,Veterinary,,Y,MARKETED,ORAL
44132,PRAZIQUANTEL,BAYER INC.,Veterinary,,Y,MARKETED,ORAL
44133,PRAZIQUANTEL,BAYER INC.,Veterinary,,Y,MARKETED,ORAL
44134,PRAZIQUANTEL,BAYER INC.,Veterinary,,Y,MARKETED,ORAL
44135,PRAZIQUANTEL,BAYER INC.,Veterinary,,Y,MARKETED,SUBCUTANEOUS
44136,FEBANTEL,BAYER INC.,Veterinary,FOR SMALL DOGS,Y,MARKETED,ORAL
44137,FEBANTEL,BAYER INC.,Veterinary,FOR MEDIUM AND LARGE DOGS,Y,MARKETED,ORAL
44142,XYLAZINE (XYLAZINE HYDROCHLORIDE),BAYER INC.,Veterinary,,Y,MARKETED,SUBCUTANEOUS
44143,XYLAZINE (XYLAZINE HYDROCHLORIDE),BAYER INC.,Veterinary,,Y,MARKETED,INTRAVENOUS
44146,LEUCOVORIN (LEUCOVORIN CALCIUM),PFIZER CANADA INC,Human,,Y,MARKETED,ORAL
44161,METHOTREXATE (METHOTREXATE DISODIUM),PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
44183,GONADORELIN DIACETATE TETRAHYDRATE,MERIAL CANADA INC,Veterinary,,Y,MARKETED,INTRAMUSCULAR
44184,IOHEXOL,GE HEALTHCARE CANADA INC,Human,,Y,MARKETED,SUBARACHNOIDAL
44185,IOHEXOL,GE HEALTHCARE CANADA INC,Human,,Y,MARKETED,INTRAVASCULAR
44186,IOHEXOL,GE HEALTHCARE CANADA INC,Human,,Y,MARKETED,INTRAVASCULAR
44187,IOHEXOL,GE HEALTHCARE CANADA INC,Human,,Y,MARKETED,INTRAVASCULAR
44188,GADODIAMIDE,GE HEALTHCARE CANADA INC,Human,,Y,MARKETED,INTRAVENOUS
44189,KETAMINE (KETAMINE HYDROCHLORIDE),ZOETIS CANADA INC,Veterinary,,Y,MARKETED,INTRAMUSCULAR
44190,CLOXACILLIN (CLOXACILLIN BENZATHINE),BOEHRINGER INGELHEIM (CANADA) LTD LTEE,Veterinary,INTRAMAMMARY INFUSION (DRY COWS),Y,MARKETED,INTRAMAMMARY
44191,CEPHAPIRIN (CEPHAPIRIN BENZATHINE),BOEHRINGER INGELHEIM (CANADA) LTD LTEE,Veterinary,INTRAMAMMARY INFUSION,Y,MARKETED,INTRAMAMMARY
44192,CEPHAPIRIN (CEPHAPIRIN SODIUM),BOEHRINGER INGELHEIM (CANADA) LTD LTEE,Veterinary,INTRAMAMMARY INFUSION (LACTATING COW),Y,MARKETED,INTRAMAMMARY
44197,AMIKACIN (AMIKACIN SULFATE),ZOETIS CANADA INC,Veterinary,AMIKACIN SULFATE INJECTION,Y,MARKETED,INTRAUTERINE
44203,SPECTINOMYCIN (SPECTINOMYCIN DIHYDROCHLORIDE PENTAHYDRATE),VETOQUINOL N A INC,Veterinary,,Y,MARKETED,ORAL
44205,PENICILLIN G POTASSIUM,VETOQUINOL N A INC,Veterinary,USP PENICILLIN G POTASSIUM WATER SOLUBLE POWDER,Y,MARKETED,ORAL
44210,TACROLIMUS,ASTELLAS PHARMA CANADA INC,Human,,Y,MARKETED,ORAL
44211,TACROLIMUS,ASTELLAS PHARMA CANADA INC,Human,,Y,MARKETED,ORAL
44212,TACROLIMUS,ASTELLAS PHARMA CANADA INC,Human,,Y,MARKETED,INTRAVENOUS
44225,NORTRIPTYLINE (NORTRIPTYLINE HYDROCHLORIDE),PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
44226,NORTRIPTYLINE (NORTRIPTYLINE HYDROCHLORIDE),PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
44228,NIZATIDINE,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
44252,CILAZAPRIL (CILAZAPRIL MONOHYDRATE),HOFFMANN-LA ROCHE LIMITED,Human,,Y,MARKETED,ORAL
44255,LOSARTAN POTASSIUM,MERCK CANADA INC,Human,,Y,MARKETED,ORAL
44256,OXYTETRACYCLINE (OXYTETRACYCLINE DIHYDRATE),BOEHRINGER INGELHEIM (CANADA) LTD LTEE,Veterinary,,Y,MARKETED,SUBCUTANEOUS
44257,WATER,MERCK CANADA INC,Human,,Y,MARKETED,INTRAMUSCULAR
44259,KETOCONAZOLE,JOHNSON & JOHNSON INC,Human,,Y,MARKETED,TOPICAL
44261,METHOTREXATE (METHOTREXATE SODIUM),PFIZER CANADA INC,Human,SINGLE USE VIALS. PRESERVATIVE-FREE,Y,MARKETED,INTRAVENTRICULAR
44262,METHOTREXATE (METHOTREXATE SODIUM),PFIZER CANADA INC,Human,SINGLE USE VIALS. PRESERVATIVE-FREE,Y,MARKETED,INTRAVENTRICULAR
44263,METHOTREXATE,PFIZER CANADA INC,Human,,Y,MARKETED,ORAL
44264,METHOTREXATE (METHOTREXATE SODIUM),PFIZER CANADA INC,Human,PRESERVATIVE-FREE (PHARMACY BULK VIAL),Y,MARKETED,INTRAVENOUS
44265,LEUCOVORIN (LEUCOVORIN CALCIUM),PFIZER CANADA INC,Human,500 MG/ 50ML - SINGLE USE VIAL,Y,MARKETED,INTRAVENOUS
44266,LEUCOVORIN (LEUCOVORIN CALCIUM),PFIZER CANADA INC,Human,50 MG/ 5 ML - SINGLE USE VIAL,Y,MARKETED,INTRAVENOUS
44267,VINCRISTINE SULFATE,PFIZER CANADA INC,Human,,Y,MARKETED,INTRAVENOUS
44270,VINBLASTINE SULFATE,PFIZER CANADA INC,Human,SINGLE USE,Y,MARKETED,INTRAVENOUS
44273,PENTAMIDINE ISETIONATE,PFIZER CANADA INC,Human,SINGLE-USE,Y,MARKETED,INTRAVENOUS
4431,FUROSEMIDE,GOJO INDUSTRIES,Human,,Y,MARKETED,INTRAVENOUS
4432,DEXTROMETHORPHAN HYDROBROMIDE,FRUIT OF THE EARTH,Human,,Y,MARKETED,TOPICAL
44478,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,AIRKEM PROFESSIONAL PRODUCTS,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
44541,ACETYLSALICYLIC ACID,JAAPHARM CANADA INC.,Veterinary,,Y,MARKETED,ORAL
44552,ALUMINUM HYDROXIDE,LABORATOIRE ATLAS INC,Human,,Y,MARKETED,ORAL
4459,LEVODOPA,JAMP PHARMA CORPORATION,Human,,Y,MARKETED,ORAL
44612,CARBON MONOXIDE,PRAXAIR CANADA INC,Human,CO:0.1%,Y,MARKETED,INHALATION
4465,IMIDAPRIL HYDROCHLORIDE,AA PHARMA INC,Human,,Y,MARKETED,ORAL
4469,AMMONIUM CHLORIDE,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
4471,MENADIONE SODIUM BISULFITE,BIO AGRI MIX LP,Human,,Y,MARKETED,ORAL
4472,ALPRAZOLAM,PFIZER CANADA INC,Human,,Y,MARKETED,ORAL
4478,LIDOCAINE HYDROCHLORIDE,MINT PHARMACEUTICALS INC,Human,SINGLE USE AMPOULE,Y,MARKETED,ORAL
44888,BENZALKONIUM CHLORIDE,ZEE MEDICAL,Human,,Y,MARKETED,TOPICAL
4494,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,FRUIT OF THE EARTH,Disinfectant,,Y,MARKETED,TOPICAL
45065,CHLOROXYLENOL,ERIE SCIENTIFIC,Human,,Y,MARKETED,TOPICAL
45096,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,CENTRAL SOLUTIONS INC.,Disinfectant,,Y,MARKETED,DISINFECTANT (Hospital/HC Facilities)
4517,SELENIUM (SODIUM SELENITE),WATER JOURNEY LTD.,Veterinary,,Y,MARKETED,TOPICAL
4518,ALECTINIB (ALECTINIB HYDROCHLORIDE),HOFFMANN-LA ROCHE LIMITED,Veterinary,,Y,MARKETED,ORAL
4521,HOMOSALATE,EDGEWELL PERSONAL CARE CANADA,Human,,Y,MARKETED,TOPICAL
4522,BETAMETHASONE (BETAMETHASONE VALERATE),TEVA CANADA LIMITED,Human,,Y,MARKETED,TOPICAL
4523,HOMOSALATE,ADAPT PHARMA OPERATIONS LIMITED,Human,,Y,MARKETED,NASAL
45324,PROCHLORPERAZINE (PROCHLORPERAZINE MALEATE),AA PHARMA INC,Human,,Y,MARKETED,ORAL
45325,PROCHLORPERAZINE (PROCHLORPERAZINE MALEATE),AA PHARMA INC,Human,,Y,MARKETED,ORAL
4544,PYRITHIONE ZINC,VALEO PHARMA INC,Human,,Y,MARKETED,TOPICAL
45490,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,DEMONTIS INC.,Disinfectant,,Y,MARKETED,DISINFECTANT (Hospital/HC Facilities)
4553,ISOPROPYL ALCOHOL,AA PHARMA INC,Veterinary,,Y,MARKETED,TOPICAL
457,TOBRAMYCIN,CUBIST PHARMACEUTICALS LLC,Veterinary,,Y,MARKETED,ORAL
4571,TOBRAMYCIN,NOVARTIS PHARMACEUTICALS CANADA INC,Human,,Y,MARKETED,OPHTHALMIC
45769,VITAMIN E (DL-ALPHA TOCOPHERYL ACETATE),BIO AGRI MIX LP,Veterinary,,Y,MARKETED,ORAL
4590,DEXTROMETHORPHAN HYDROBROMIDE,AA PHARMA INC,Human,,Y,MARKETED,ORAL
4591,DEXAMETHASONE,NOVARTIS PHARMACEUTICALS CANADA INC,Human,,Y,MARKETED,OPHTHALMIC
4594,ESTRADIOL BENZOATE,CELLCHEM PHARMACEUTICALS INC.,Veterinary,,Y,MARKETED,ORAL
46020,LIDOCAINE,POUND INTERNATIONAL LTD.,Human,,Y,MARKETED,TOPICAL
4610,OCTINOXATE,COOLA LLC,Human,,Y,MARKETED,TOPICAL
4611,PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE),AURO PHARMA INC,Human,,Y,MARKETED,INTRAVENOUS
4629,ZINC SULFATE,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
4630,OCTINOXATE,AMG MEDICAL INC,Human,,Y,MARKETED,TOPICAL
46353,OXYGEN,PRAXAIR CANADA INC,Human,O2:23.1-50% BALANCED WITH HE,Y,MARKETED,INHALATION
46470,DOLICHOVESPULA ARENARIA VENOM PROTEIN EXTRACT,ALK - ABELLO A/S,Human,,Y,MARKETED,SUBCUTANEOUS
46471,DOLICHOVESPULA MACULATA VENOM PROTEIN EXTRACT,ALK - ABELLO A/S,Human,,Y,MARKETED,SUBCUTANEOUS
46474,MEDETOMIDINE HYDROCHLORIDE,ORION CORPORATION,Veterinary,,Y,MARKETED,INTRAVENOUS
46520,ESTRADIOL BENZOATE,ELANCO CANADA LIMITED,Veterinary,,Y,MARKETED,SUBCUTANEOUS
4657,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),ODAN LABORATORIES LTD,Veterinary,,Y,MARKETED,ORAL
46718,SIMVASTATIN,MERCK CANADA INC,Human,,Y,MARKETED,ORAL
468,ELTROMBOPAG (ELTROMBOPAG OLAMINE),SWEDISH ORPHAN BIOVITRUM AB (PUBL),Human,,Y,MARKETED,INTRAUTERINE
46803,CETIRIZINE HYDROCHLORIDE,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,Human,,Y,MARKETED,ORAL
46832,RABIES VACCINE INACTIVATED (HUMAN DIPLOID-CELL CULTURE),SANOFI PASTEUR LIMITED,Human,,Y,MARKETED,INTRAMUSCULAR
46885,POTASSIUM CITRATE,MISSION PHARMACAL COMPANY,Human,,Y,MARKETED,ORAL
4703,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,THE CLOROX COMPANY OF CANADA LTD,Human,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
4710,ETHINYL ESTRADIOL,AMGEN CANADA INC,Human,,Y,MARKETED,SUBCUTANEOUS
47112,IBUPROFEN,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
4714,SELENIUM (SODIUM SELENITE),AURO PHARMA INC,Veterinary,,Y,MARKETED,ORAL
4716,METHYLPREDNISOLONE ACETATE,PROCTER & GAMBLE INC,Veterinary,,Y,MARKETED,ORAL
47168,CLOTRIMAZOLE,TARO PHARMACEUTICALS INC,Human,,Y,MARKETED,VAGINAL
4717,OCTINOXATE,ESTEE LAUDER DIST,Veterinary,,Y,MARKETED,TOPICAL
4718,COPPER GLUCONATE,GLAXOSMITHKLINE INC,Veterinary,,Y,MARKETED,ORAL
47180,CLOTRIMAZOLE,TARO PHARMACEUTICALS INC,Human,,Y,MARKETED,VAGINAL
47181,CLOTRIMAZOLE,TARO PHARMACEUTICALS INC,Human,,Y,MARKETED,TOPICAL
47182,LACTIC ACID,VIRBAC AH INC,Veterinary,,Y,MARKETED,OTIC
4719,PREDNISOLONE (PREDNISOLONE 21-SUCCINATE SODIUM),CELLCHEM PHARMACEUTICALS INC.,Veterinary,,Y,MARKETED,ORAL
4720,IRON DEXTRAN COMPLEX,NORBROOK LABORATORIES LTD.,Veterinary,,Y,MARKETED,ORAL
47216,ROPIVACAINE HYDROCHLORIDE,ASPEN PHARMACARE CANADA INC.,Human,,Y,MARKETED,EPIDURAL
47220,ROPIVACAINE HYDROCHLORIDE,ASPEN PHARMACARE CANADA INC.,Human,,Y,MARKETED,EPIDURAL
47225,ROPIVACAINE HYDROCHLORIDE,ASPEN PHARMACARE CANADA INC.,Human,,Y,MARKETED,EPIDURAL
4724,CARFILZOMIB,AMGEN CANADA INC,Human,,Y,MARKETED,INTRAVENOUS
47240,SODIUM HYPOCHLORITE,ADVANCE CHEMICALS LTD.,Disinfectant,,Y,MARKETED,DISINFECTANT (Hospital/HC Facilities)
4725,CARFILZOMIB,AMGEN CANADA INC,Human,,Y,MARKETED,INTRAVENOUS
4728,IVABRADINE (IVABRADINE HYDROCHLORIDE),SERVIER CANADA INC,Human,,Y,MARKETED,ORAL
4729,IVABRADINE (IVABRADINE HYDROCHLORIDE),SERVIER CANADA INC,Human,,Y,MARKETED,ORAL
4730,ISOSORBIDE DINITRATE,AA PHARMA INC,Human,,Y,MARKETED,ORAL
4731,DICLOFENAC SODIUM,ALTACOMP ENTREPRISES INC,Human,,Y,MARKETED,ORAL
4732,PREDNISONE,APOTEX INC,Human,,Y,MARKETED,ORAL
4733,ACETAMINOPHEN,HAWTHORNE PRODUCTS INC.,Human,,Y,MARKETED,ORAL
47338,MEFENAMIC ACID,AA PHARMA INC,Human,,Y,MARKETED,ORAL
47339,PANTOPRAZOLE (PANTOPRAZOLE SODIUM),TAKEDA CANADA INC,Human,,Y,MARKETED,ORAL
4734,ACETAMINOPHEN,APOTEX INC,Human,,Y,MARKETED,ORAL
47357,ATENOLOL,DOMINION PHARMACAL,Human,,Y,MARKETED,ORAL
47358,ATENOLOL,DOMINION PHARMACAL,Human,,Y,MARKETED,ORAL
4736,PREDNISONE,APOTEX INC,Human,,Y,MARKETED,ORAL
4738,ACEPROMAZINE MALEATE,ZO SKIN HEALTH INC,Veterinary,,Y,MARKETED,TOPICAL
47385,SULFAMETHAZINE SODIUM,VETOQUINOL N A INC,Veterinary,,Y,MARKETED,ORAL
47391,DIPHENHYDRAMINE HYDROCHLORIDE,VITA HEALTH PRODUCTS INC,Human,,Y,MARKETED,ORAL
47420,TINZAPARIN SODIUM,LEO PHARMA INC,Human,MULTI-DOSE VIAL,Y,MARKETED,SUBCUTANEOUS
47426,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),APOTEX INC,Human,,Y,MARKETED,ORAL
47427,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),APOTEX INC,Human,,Y,MARKETED,ORAL
47428,CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE),APOTEX INC,Human,,Y,MARKETED,ORAL
47429,NORFLOXACIN,AA PHARMA INC,Human,,Y,MARKETED,ORAL
4743,MEBENDAZOLE,APOTEX INC,Human,,Y,MARKETED,ORAL
47431,DILTIAZEM HYDROCHLORIDE,APOTEX INC,Human,,Y,MARKETED,ORAL
47448,ACETAMINOPHEN,MCNEIL CONSUMER HEALTHCARE DIVISION OF JOHNSON & JOHNSON INC,Human,LIQUID SUSPENSION,Y,MARKETED,ORAL
47454,SEMDURAMICIN (SEMDURAMICIN SODIUM),PHIBRO ANIMAL HEALTH CORPORATION,Veterinary,,Y,MARKETED,ORAL
47482,RALTITREXED (RALTITREXED DISODIUM),PFIZER CANADA INC,Human,SINGLE USE VIAL,Y,MARKETED,INTRAVENOUS
47493,POLYVINYL ALCOHOL,PENDOPHARM DIVISION OF PHARMASCIENCE INC,Human,,Y,MARKETED,OPHTHALMIC
47540,OCTINOXATE,PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC,Human,,Y,MARKETED,TOPICAL
47553,VALPROIC ACID,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
47565,ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE),NOVARTIS PHARMACEUTICALS CANADA INC,Human,,Y,MARKETED,ORAL
4761,CALCIUM LEVULINATE,KRIPPS PHARMACY LTD.,Human,,Y,MARKETED,SUBCUTANEOUS
47631,METFORMIN HYDROCHLORIDE,MYLAN PHARMACEUTICALS ULC,Human,,Y,MARKETED,ORAL
47656,BISMUTH SUBSALICYLATE,PROCTER & GAMBLE INC,Human,,Y,MARKETED,ORAL
4770,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,EURO-PHARM INTERNATIONAL CANADA INC,Veterinary,,Y,MARKETED,ORAL
4771,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,WOOD WYANT INC,Veterinary,,Y,MARKETED,DISINFECTANT (Hospital/HC Facilities)
47738,DYCLONINE HYDROCHLORIDE,INSIGHT PHARMACEUTICALS LLC,Human,,Y,MARKETED,ORAL
4774,BENZALKONIUM CHLORIDE,LONDON DAIRY SUPPLY LTD,Veterinary,,Y,MARKETED,DISINFECTANT (Hospital/HC Facilities)
47865,HEPATITIS A VACCINE,MERCK CANADA INC,Human,,Y,MARKETED,INTRAMUSCULAR
4787,CALCIUM CHLORIDE,CHIEF MEDICAL SUPPLIES LTD,Human,SINGLE-USE AMPOULE,Y,MARKETED,DIALYSIS
47871,INSULIN LISPRO,ELI LILLY CANADA INC,Human,,Y,MARKETED,SUBCUTANEOUS
47872,INSULIN LISPRO,ELI LILLY CANADA INC,Human,,Y,MARKETED,SUBCUTANEOUS
4788,FERROUS SULFATE,BIOTHERM CANADA,Human,SINGLE-USE AMPOULE,Y,MARKETED,TOPICAL
47888,FERROUS SULFATE,DOMINION VETERINARY LABORATORIES LTD.,Veterinary,,Y,MARKETED,ORAL
