Drug,Status,Phase
Cefaclor,Approved,NA
Cefaclor,Approved,NA
Cefaclor,Approved,NA
Mifepristone,Approved,NA
Brompheniramine,Approved,NA
Brompheniramine,Approved,NA
Brompheniramine,Approved,NA
Brompheniramine,Approved,NA
Brompheniramine,Approved,NA
Brompheniramine,Approved,NA
Brompheniramine,Approved,NA
Brompheniramine,Approved,NA
Brompheniramine,Approved,NA
Loperamide,Approved,NA
Loperamide,Approved,NA
Clocortolone,Approved,NA
Clocortolone,Approved,NA
Clocortolone,Approved,NA
Clocortolone,Approved,NA
Clocortolone,Approved,NA
Clocortolone,Approved,NA
Clocortolone,Approved,NA
Clocortolone,Approved,NA
Clocortolone,Approved,NA
Clocortolone,Approved,NA
Clocortolone,Approved,NA
Tolazamide,Approved,NA
Dobutamine,Approved,NA
Dobutamine,Approved,NA
Dobutamine,Approved,NA
Oxazepam,Approved,NA
Oxazepam,Approved,NA
Donepezil,Approved,NA
Nalbuphine,Approved,NA
Nalbuphine,Approved,NA
Clofazimine,Approved,NA
Clofazimine,Approved,NA
Clofazimine,Approved,NA
Clofazimine,Approved,NA
Clofazimine,Approved,NA
Flurandrenolide,Approved,NA
Flurandrenolide,Approved,NA
Flurandrenolide,Approved,NA
Flurandrenolide,Approved,NA
Flurandrenolide,Approved,NA
Flurandrenolide,Approved,NA
Flurandrenolide,Approved,NA
Flurandrenolide,Approved,NA
Flurandrenolide,Approved,NA
Flurandrenolide,Approved,NA
Flurandrenolide,Approved,NA
Flurandrenolide,Approved,NA
Cysteamine,Approved,NA
Methylphenobarbital,Approved,NA
Methylphenobarbital,Approved,NA
Methylphenobarbital,Approved,NA
Methylphenobarbital,Approved,NA
Methylphenobarbital,Approved,NA
Perphenazine,Approved,NA
Perphenazine,Approved,NA
Perphenazine,Approved,NA
Dacarbazine,Approved,NA
Dacarbazine,Approved,NA
Pseudoephedrine,Approved,NA
Pseudoephedrine,Approved,NA
Pseudoephedrine,Approved,NA
Pseudoephedrine,Approved,NA
Pseudoephedrine,Approved,NA
Pseudoephedrine,Approved,NA
Pseudoephedrine,Approved,NA
Pseudoephedrine,Approved,NA
Pseudoephedrine,Approved,NA
Pseudoephedrine,Approved,NA
Pseudoephedrine,Approved,NA
Temozolomide,Approved,NA
Temozolomide,Approved,NA
Levorphanol,Approved,NA
Aminolevulinic acid,Approved,NA
Chlorphenesin,Approved,NA
Terbinafine,Approved,NA
Terbinafine,Approved,NA
Terbinafine,Approved,NA
Terbinafine,Approved,NA
Terbinafine,Approved,NA
Terbinafine,Approved,NA
Terbinafine,Approved,NA
Terbinafine,Approved,NA
Drostanolone,Approved,NA
Drostanolone,Approved,NA
Drostanolone,Approved,NA
Drostanolone,Approved,NA
Drostanolone,Approved,NA
Drostanolone,Approved,NA
Drostanolone,Approved,NA
Drostanolone,Approved,NA
Drostanolone,Approved,NA
Drostanolone,Approved,NA
Drostanolone,Approved,NA
Drostanolone,Approved,NA
Drostanolone,Approved,NA
Penicillamine,Approved,NA
Penicillamine,Approved,NA
Penicillamine,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Prednisolone,Approved,NA
Diflunisal,Approved,NA
Diflunisal,Approved,NA
Diflunisal,Approved,NA
Diflunisal,Approved,NA
Vardenafil,Approved,NA
Ranitidine,Approved,NA
Ranitidine,Approved,NA
Ranitidine,Approved,NA
Ranitidine,Approved,NA
Ranitidine,Approved,NA
Ranitidine,Approved,NA
Ranitidine,Approved,NA
Tacrolimus,Approved,NA
Tacrolimus,Approved,NA
Tacrolimus,Approved,NA
Benzphetamine,Approved,NA
Ritodrine,Approved,NA
Benzonatate,Approved,NA
Dorzolamide,Approved,NA
Dorzolamide,Approved,NA
Terbutaline,Approved,NA
Terbutaline,Approved,NA
Terbutaline,Approved,NA
Terbutaline,Approved,NA
Terbutaline,Approved,NA
Terbutaline,Approved,NA
Terbutaline,Approved,NA
Conivaptan,Approved,NA
Loteprednol,Approved,NA
Loteprednol,Approved,NA
Loteprednol,Approved,NA
Loteprednol,Approved,NA
Loteprednol,Approved,NA
Loteprednol,Approved,NA
Loteprednol,Approved,NA
Loteprednol,Approved,NA
Loteprednol,Approved,NA
Loteprednol,Approved,NA
Loteprednol,Approved,NA
Guaifenesin,Approved,NA
Guaifenesin,Approved,NA
Guaifenesin,Approved,NA
Guaifenesin,Approved,NA
Guaifenesin,Approved,NA
Guaifenesin,Approved,NA
Guaifenesin,Approved,NA
Guaifenesin,Approved,NA
Guaifenesin,Approved,NA
Guaifenesin,Approved,NA
Flupentixol,Approved,NA
Eprosartan,Approved,NA
Sirolimus,Approved,NA
Sirolimus,Approved,NA
Sirolimus,Approved,NA
Chlorhexidine,Approved,NA
Emtricitabine,Approved,NA
Chlorothiazide,Approved,NA
Chlorothiazide,Approved,NA
Chlorothiazide,Approved,NA
Chlorothiazide,Approved,NA
Quinapril,Approved,NA
Quinapril,Approved,NA
Clomifene,Approved,NA
Isosorbide Dinitrate,Approved,NA
Isosorbide Dinitrate,Approved,NA
Risedronate,Approved,NA
Risedronate,Approved,NA
Risedronate,Approved,NA
Pemirolast,Approved,NA
Pemirolast,Approved,NA
Pemirolast,Approved,NA
Bumetanide,Approved,NA
Bumetanide,Approved,NA
Mechlorethamine,Approved,NA
Mechlorethamine,Approved,NA
Mechlorethamine,Approved,NA
Mechlorethamine,Approved,NA
Mechlorethamine,Approved,NA
Mechlorethamine,Approved,NA
Mechlorethamine,Approved,NA
Mechlorethamine,Approved,NA
Mechlorethamine,Approved,NA
Mechlorethamine,Approved,NA
Granisetron,Approved,NA
Dienestrol,Approved,NA
Dienestrol,Approved,NA
Dienestrol,Approved,NA
Sulfapyridine,Approved,NA
Testolactone,Approved,NA
Rimexolone,Approved,NA
Triazolam,Approved,NA
Remifentanil,Approved,NA
Didanosine,Approved,NA
Methdilazine,Approved,NA
Methdilazine,Approved,NA
Methdilazine,Approved,NA
Methdilazine,Approved,NA
Methdilazine,Approved,NA
Methdilazine,Approved,NA
Methdilazine,Approved,NA
Methdilazine,Approved,NA
Methdilazine,Approved,NA
Etacrynic acid,Approved,NA
Ondansetron,Approved,NA
Bimatoprost,Approved,NA
Bimatoprost,Approved,NA
Bimatoprost,Approved,NA
Tiagabine,Approved,NA
Tiagabine,Approved,NA
Quinidine,Approved,NA
Tinidazole,Approved,NA
Tinidazole,Approved,NA
Tinidazole,Approved,NA
Tinidazole,Approved,NA
Tinidazole,Approved,NA
Repaglinide,Approved,NA
Amantadine,Approved,NA
Amantadine,Approved,NA
Amantadine,Approved,NA
Amantadine,Approved,NA
Amantadine,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Metronidazole,Approved,NA
Dinoprostone,Approved,NA
Dinoprostone,Approved,NA
Dinoprostone,Approved,NA
Almotriptan,Approved,NA
Spectinomycin,Approved,NA
Spectinomycin,Approved,NA
Spectinomycin,Approved,NA
Spectinomycin,Approved,NA
Spectinomycin,Approved,NA
Ketotifen,Approved,NA
Buprenorphine,Approved,NA
Buprenorphine,Approved,NA
Buprenorphine,Approved,NA
Buprenorphine,Approved,NA
Levosimendan,Approved,NA
Cyclobenzaprine,Approved,NA
Phenoxybenzamine,Approved,NA
Famotidine,Approved,NA
Famotidine,Approved,NA
Famotidine,Approved,NA
Famotidine,Approved,NA
Famotidine,Approved,NA
Famotidine,Approved,NA
Famotidine,Approved,NA
Famotidine,Approved,NA
Misoprostol,Approved,NA
Colesevelam,Approved,NA
Methacycline,Approved,NA
Tipranavir,Approved,NA
Mesoridazine,Approved,NA
Maprotiline,Approved,NA
Maprotiline,Approved,NA
Oxymetazoline,Approved,NA
Oxymetazoline,Approved,NA
Oxymetazoline,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Salicylic acid,Approved,NA
Diethylpropion,Approved,NA
Salmeterol,Approved,NA
Salmeterol,Approved,NA
Salmeterol,Approved,NA
Meclofenamic acid,Approved,NA
Meclofenamic acid,Approved,NA
Meclofenamic acid,Approved,NA
Meclofenamic acid,Approved,NA
Meclofenamic acid,Approved,NA
Methantheline,Approved,NA
Methantheline,Approved,NA
Methantheline,Approved,NA
Cycrimine,Approved,NA
Zalcitabine,Approved,NA
Acetylsalicylic acid,Approved,NA
Acetylsalicylic acid,Approved,NA
Acetylsalicylic acid,Approved,NA
Acetylsalicylic acid,Approved,NA
Acetylsalicylic acid,Approved,NA
Acetylsalicylic acid,Approved,NA
Acetylsalicylic acid,Approved,NA
Acetylsalicylic acid,Approved,NA
Acetylsalicylic acid,Approved,NA
Acetylsalicylic acid,Approved,NA
Acetylsalicylic acid,Approved,NA
Acetylsalicylic acid,Approved,NA
Acetylsalicylic acid,Approved,NA
Phenprocoumon,Approved,NA
Phenprocoumon,Approved,NA
Phenprocoumon,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Mezlocillin,Approved,NA
Felbamate,Approved,NA
Felbamate,Approved,NA
Felbamate,Approved,NA
Fexofenadine,Approved,NA
Fexofenadine,Approved,NA
Fexofenadine,Approved,NA
Fexofenadine,Approved,NA
Fexofenadine,Approved,NA
Isoniazid,Approved,NA
Isoniazid,Approved,NA
Naratriptan,Approved,NA
Rizatriptan,Approved,NA
Dirithromycin,Approved,NA
Dirithromycin,Approved,NA
Dirithromycin,Approved,NA
Dirithromycin,Approved,NA
Dirithromycin,Approved,NA
Dirithromycin,Approved,NA
Dirithromycin,Approved,NA
Dirithromycin,Approved,NA
Dirithromycin,Approved,NA
Dirithromycin,Approved,NA
Dirithromycin,Approved,NA
Hydrocodone,Approved,NA
Hydrocodone,Approved,NA
Hydrocodone,Approved,NA
Hydrocodone,Approved,NA
Hydrocodone,Approved,NA
Hydrocodone,Approved,NA
Hydrocodone,Approved,NA
Norgestimate,Approved,NA
Norgestimate,Approved,NA
Norgestimate,Approved,NA
Norgestimate,Approved,NA
Carboplatin,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Methylprednisolone,Approved,NA
Pindolol,Approved,NA
Zaleplon,Approved,NA
Zaleplon,Approved,NA
Bromfenac,Approved,NA
Apraclonidine,Approved,NA
Apraclonidine,Approved,NA
Telmisartan,Approved,NA
Telmisartan,Approved,NA
Desloratadine,Approved,NA
Desloratadine,Approved,NA
Desloratadine,Approved,NA
Desloratadine,Approved,NA
Desloratadine,Approved,NA
Desloratadine,Approved,NA
Desloratadine,Approved,NA
Desloratadine,Approved,NA
Desloratadine,Approved,NA
Desloratadine,Approved,NA
Methyldopa,Approved,NA
Alosetron,Approved,NA
Alosetron,Approved,NA
Dactinomycin,Approved,NA
Dactinomycin,Approved,NA
Dactinomycin,Approved,NA
Dactinomycin,Approved,NA
Selenium Sulfide,Approved,NA
Selenium Sulfide,Approved,NA
Selenium Sulfide,Approved,NA
Azelastine,Approved,NA
Azelastine,Approved,NA
Azelastine,Approved,NA
Azelastine,Approved,NA
Ezetimibe,Approved,NA
Ezetimibe,Approved,NA
Ezetimibe,Approved,NA
Ezetimibe,Approved,NA
Ezetimibe,Approved,NA
Ezetimibe,Approved,NA
Edetic Acid,Approved,NA
Edetic Acid,Approved,NA
Dipyridamole,Approved,NA
Dipyridamole,Approved,NA
Dipyridamole,Approved,NA
Telithromycin,Approved,NA
Telithromycin,Approved,NA
Telithromycin,Approved,NA
Telithromycin,Approved,NA
Telithromycin,Approved,NA
Ethinyl Estradiol,Approved,NA
Ethinyl Estradiol,Approved,NA
Ethinyl Estradiol,Approved,NA
Ethinyl Estradiol,Approved,NA
Ethinyl Estradiol,Approved,NA
Lomefloxacin,Approved,NA
Lomefloxacin,Approved,NA
Lomefloxacin,Approved,NA
Lomefloxacin,Approved,NA
Lomefloxacin,Approved,NA
Cyclopentolate,Approved,NA
Cyclopentolate,Approved,NA
Ramelteon,Approved,NA
Physostigmine,Approved,NA
Physostigmine,Approved,NA
Isotretinoin,Approved,NA
Formoterol,Approved,NA
Formoterol,Approved,NA
Formoterol,Approved,NA
Dimenhydrinate,Approved,NA
Dimenhydrinate,Approved,NA
Dimenhydrinate,Approved,NA
Dimenhydrinate,Approved,NA
Dimenhydrinate,Approved,NA
Glycopyrronium,Approved,NA
Glycopyrronium,Approved,NA
Glycopyrronium,Approved,NA
Cytarabine,Approved,NA
Cytarabine,Approved,NA
Cytarabine,Approved,NA
Cytarabine,Approved,NA
Cytarabine,Approved,NA
Dopamine,Approved,NA
Dopamine,Approved,NA
Dopamine,Approved,NA
Dopamine,Approved,NA
Dopamine,Approved,NA
Dopamine,Approved,NA
Rivastigmine,Approved,NA
Rivastigmine,Approved,NA
Oxaprozin,Approved,NA
Oxaprozin,Approved,NA
Azathioprine,Approved,NA
Neomycin,Approved,NA
Neomycin,Approved,NA
Neomycin,Approved,NA
Neomycin,Approved,NA
Neomycin,Approved,NA
Neomycin,Approved,NA
Neomycin,Approved,NA
Neomycin,Approved,NA
Neomycin,Approved,NA
Neomycin,Approved,NA
Auranofin,Approved,NA
Gabapentin,Approved,NA
Gabapentin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Doxorubicin,Approved,NA
Frovatriptan,Approved,NA
Hydrochlorothiazide,Approved,NA
Hydrochlorothiazide,Approved,NA
Hydrochlorothiazide,Approved,NA
Hydrochlorothiazide,Approved,NA
Cyclacillin,Approved,NA
Cyclacillin,Approved,NA
Cyclacillin,Approved,NA
Cyclacillin,Approved,NA
Cyclacillin,Approved,NA
Salbutamol,Approved,NA
Salbutamol,Approved,NA
Cromoglicic acid,Approved,NA
Cromoglicic acid,Approved,NA
Cromoglicic acid,Approved,NA
Cromoglicic acid,Approved,NA
Cromoglicic acid,Approved,NA
Cromoglicic acid,Approved,NA
Cromoglicic acid,Approved,NA
Cromoglicic acid,Approved,NA
Ganciclovir,Approved,NA
Ganciclovir,Approved,NA
Ganciclovir,Approved,NA
Hydroxyurea,Approved,NA
Hydroxyurea,Approved,NA
Hydroxyurea,Approved,NA
Hydroxyurea,Approved,NA
Hydroxyurea,Approved,NA
Hydroxyurea,Approved,NA
Tioconazole,Approved,NA
Busulfan,Approved,NA
Ketoprofen,Approved,NA
Ketoprofen,Approved,NA
Ketoprofen,Approved,NA
Ketoprofen,Approved,NA
Clobetasol propionate,Approved,NA
Clobetasol propionate,Approved,NA
Clobetasol propionate,Approved,NA
Clobetasol propionate,Approved,NA
Clobetasol propionate,Approved,NA
Clobetasol propionate,Approved,NA
Clobetasol propionate,Approved,NA
Balsalazide,Approved,NA
Sulfamethoxazole,Approved,NA
Sulfamethoxazole,Approved,NA
Sulfamethoxazole,Approved,NA
Sulfamethoxazole,Approved,NA
Sulfamethoxazole,Approved,NA
Sulfamethoxazole,Approved,NA
Sulfamethoxazole,Approved,NA
Sulfamethoxazole,Approved,NA
Sulfamethoxazole,Approved,NA
Sulfamethoxazole,Approved,NA
Sulfamethoxazole,Approved,NA
Glyburide,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Minocycline,Approved,NA
Guanfacine,Approved,NA
Guanfacine,Approved,NA
Bethanechol,Approved,NA
Isosorbide Mononitrate,Approved,NA
Trichlormethiazide,Approved,NA
Phylloquinone,Approved,NA
Phylloquinone,Approved,NA
Phylloquinone,Approved,NA
Felodipine,Approved,NA
Amlexanox,Approved,NA
Ketoconazole,Approved,NA
Ketoconazole,Approved,NA
Ketoconazole,Approved,NA
Ketoconazole,Approved,NA
Ketoconazole,Approved,NA
Ketoconazole,Approved,NA
Ketoconazole,Approved,NA
Ketoconazole,Approved,NA
Ketoconazole,Approved,NA
Ketoconazole,Approved,NA
Ketoconazole,Approved,NA
Ketoconazole,Approved,NA
Ketoconazole,Approved,NA
Ketoconazole,Approved,NA
Ketoconazole,Approved,NA
Irbesartan,Approved,NA
Irbesartan,Approved,NA
Topotecan,Approved,NA
Topotecan,Approved,NA
Topotecan,Approved,NA
Ethinamate,Approved,NA
Probenecid,Approved,NA
Probenecid,Approved,NA
Probenecid,Approved,NA
Probenecid,Approved,NA
Probenecid,Approved,NA
Probenecid,Approved,NA
Probenecid,Approved,NA
Probenecid,Approved,NA
Mercaptopurine,Approved,NA
Mercaptopurine,Approved,NA
Tolterodine,Approved,NA
Tolterodine,Approved,NA
Tolterodine,Approved,NA
Tolterodine,Approved,NA
Selegiline,Approved,NA
Selegiline,Approved,NA
Fenofibrate,Approved,NA
Fenofibrate,Approved,NA
Fenofibrate,Approved,NA
Fenofibrate,Approved,NA
Fenofibrate,Approved,NA
Fenofibrate,Approved,NA
Thalidomide,Approved,NA
Thalidomide,Approved,NA
Melphalan,Approved,NA
Melphalan,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Gatifloxacin,Approved,NA
Rifampicin,Approved,NA
Rifampicin,Approved,NA
Rifampicin,Approved,NA
Lubiprostone,Approved,NA
Lubiprostone,Approved,NA
Fluocinonide,Approved,NA
Fluocinonide,Approved,NA
Fluocinonide,Approved,NA
Fluocinonide,Approved,NA
Fluocinonide,Approved,NA
Fluocinonide,Approved,NA
Fluocinonide,Approved,NA
Fluocinonide,Approved,NA
Fluocinonide,Approved,NA
Fluocinonide,Approved,NA
Fluocinonide,Approved,NA
Fluocinonide,Approved,NA
Abacavir,Approved,NA
Ergoloid mesylate,Approved,NA
Ibuprofen,Approved,NA
Ibuprofen,Approved,NA
Ibuprofen,Approved,NA
Ibuprofen,Approved,NA
Ibuprofen,Approved,NA
Ibuprofen,Approved,NA
Ibuprofen,Approved,NA
Ibuprofen,Approved,NA
Ibuprofen,Approved,NA
Ibuprofen,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
